Country Name,Country Code,Year,Gini_Index,GDP_per_Capita
Latvia,LVA,2013,35.5,14484.4715282132
Morocco,MAR,2013,39.5,3379.7431640625
Moldova,MDA,2013,28.5,3321.04397795719
North Macedonia,MKD,2013,36.2,5626.26115664893
Malta,MLT,2013,28.8,25415.5566867731
Montenegro,MNE,2013,39.0,7102.77882895852
Malaysia,MYS,2013,41.3,10713.6407638899
Netherlands,NLD,2013,28.1,52602.2860520766
Norway,NOR,2013,26.4,103553.840134417
Pakistan,PAK,2013,29.5,1225.4340119198
Panama,PAN,2013,51.5,12273.3224983788
Peru,PER,2013,43.9,6746.80025696601
Poland,POL,2013,33.1,13621.9023794031
Portugal,PRT,2013,36.2,21676.4859642714
Paraguay,PRY,2013,47.9,6435.68342733004
Romania,ROU,2013,36.9,9497.67411615237
Russian Federation,RUS,2013,40.9,15941.4482421875
Rwanda,RWA,2013,45.1,704.92421851123
El Salvador,SLV,2013,43.4,3582.26694005169
Serbia,SRB,2013,39.4,7040.41812068781
Slovak Republic,SVK,2013,28.1,18312.7805149823
Slovenia,SVN,2013,26.2,23236.9655321695
Sweden,SWE,2013,28.8,60843.9888799369
Seychelles,SYC,2013,46.8,14821.2921476077
Thailand,THA,2013,37.8,6018.08244729255
Turkiye,TUR,2013,40.2,12635.5570016068
Ukraine,UKR,2013,24.6,4129.89697265625
Uruguay,URY,2013,40.5,18335.2594772322
United States,USA,2013,40.9,53179.0127634561
Samoa,WSM,2013,38.7,4023.5254013825
Kosovo,XKX,2013,26.3,3704.55872781672
Albania,ALB,2014,34.6,4793.59751131525
Argentina,ARG,2014,41.8,12233.1444119186
Armenia,ARM,2014,31.5,3852.11800610384
Australia,AUS,2014,34.4,62817.2061751737
Austria,AUT,2014,30.5,51314.9722616322
Belgium,BEL,2014,28.1,47995.7786961339
Burkina Faso,BFA,2014,35.3,764.861675106225
Bulgaria,BGR,2014,37.4,8069.60005667684
Belarus,BLR,2014,27.2,8341.31809294883
Bolivia,BOL,2014,47.8,3041.43503162408
Brazil,BRA,2014,52.0,12274.9941630213
Canada,CAN,2014,33.2,50960.8431174661
Switzerland,CHE,2014,32.5,88724.9909402638
China,CHN,2014,39.2,7781.06597484974
Cameroon,CMR,2014,46.6,1649.4433905949
Colombia,COL,2014,52.5,8187.20824890084
Comoros,COM,2014,45.3,1615.71723662012
Costa Rica,CRI,2014,48.6,10911.497878334
Cyprus,CYP,2014,35.6,26993.103515625
Czechia,CZE,2014,25.9,20038.4163180257
Germany,DEU,2014,30.8,48959.5991203133
Denmark,DNK,2014,28.4,62520.4509747011
Dominican Republic,DOM,2014,44.3,6496.45166971142
Ecuador,ECU,2014,45.0,6405.79979300441
Spain,ESP,2014,36.1,29707.765509467
Estonia,EST,2014,34.6,20581.7898991695
Finland,FIN,2014,26.8,50073.7760815871
France,FRA,2014,32.3,43148.0459288416
United Kingdom,GBR,2014,33.1,47746.2421759562
Georgia,GEO,2014,37.6,4830.33486170249
Greece,GRC,2014,35.8,21474.7257123892
Guatemala,GTM,2014,48.3,3689.14510410202
Honduras,HND,2014,49.9,2179.88171977271
Croatia,HRV,2014,32.1,14186.7295493276
Hungary,HUN,2014,30.9,14352.501883174
Indonesia,IDN,2014,38.8,3441.06808464008
Ireland,IRL,2014,31.9,57214.5379785709
"Iran, Islamic Rep.",IRN,2014,34.8,5672.06372896319
Iceland,ISL,2014,27.8,55140.364935793
Israel,ISR,2014,39.8,38343.3046626235
Italy,ITA,2014,34.7,36028.3494022349
Japan,JPN,2014,31.3,38475.3952461838
Kazakhstan,KAZ,2014,27.0,12427.7094576939
Kyrgyz Republic,KGZ,2014,26.8,1264.52668823891
"Korea, Rep.",KOR,2014,31.2,30667.0912467447
Liberia,LBR,2014,33.2,706.714490064507
Lithuania,LTU,2014,37.7,16446.1647181663
Luxembourg,LUX,2014,31.2,123678.702143275
Latvia,LVA,2014,35.1,15185.814581236
Moldova,MDA,2014,26.8,3289.95758568777
Mexico,MEX,2014,48.9,11391.3773497683
North Macedonia,MKD,2014,35.2,5925.38592218015
Malta,MLT,2014,29.0,27424.5765646694
Montenegro,MNE,2014,38.8,7342.17339453427
Mongolia,MNG,2014,32.0,4126.23975800524
Mozambique,MOZ,2014,54.0,697.142680444123
Mauritania,MRT,2014,32.6,1713.00865264234
Niger,NER,2014,34.3,565.30989731175
Nicaragua,NIC,2014,46.2,1958.37047579547
Netherlands,NLD,2014,28.6,53457.2234864322
Norway,NOR,2014,26.8,97666.6951838749
Panama,PAN,2014,50.5,13213.1989591137
Peru,PER,2014,43.1,6667.13410360861
Poland,POL,2014,32.8,14262.2841914116
Portugal,PRT,2014,35.6,22120.6850127107
Paraguay,PRY,2014,50.7,6652.25478942461
Romania,ROU,2014,36.0,10031.7710755404
Russian Federation,RUS,2014,36.9,14055.47265625
Sudan,SDN,2014,34.2,1275.43835449219
El Salvador,SLV,2014,41.6,3666.01248913873
Serbia,SRB,2014,40.4,6886.67809068704
Slovak Republic,SVK,2014,26.1,18770.9289896545
Slovenia,SVN,2014,25.7,24013.0682060959
Sweden,SWE,2014,28.4,59583.4584491714
Thailand,THA,2014,37.0,5801.1978916205
Timor-Leste,TLS,2014,28.7,1224.74956308733
Turkiye,TUR,2014,41.2,12209.3862327674
Ukraine,UKR,2014,24.0,3054.908203125
Uruguay,URY,2014,40.1,18322.4276767157
United States,USA,2014,41.7,54973.4207515712
Viet Nam,VNM,2014,34.8,2546.38464459903
Kosovo,XKX,2014,27.3,3902.49424360946
"Yemen, Rep.",YEM,2014,36.7,1430.16420964026
South Africa,ZAF,2014,63.0,6856.73137092522
Albania,ALB,2015,32.8,4199.53912925398
Armenia,ARM,2015,32.4,3512.39350276709
Austria,AUT,2015,30.5,43915.228020857
Belgium,BEL,2015,27.7,40893.804537772
Benin,BEN,2015,47.6,1002.41886879614
Bulgaria,BGR,2015,38.6,7268.65445473873
Belarus,BLR,2015,25.6,5967.05595058777
Bolivia,BOL,2015,46.7,2996.01289811344
Brazil,BRA,2015,51.9,8936.1955889444
Botswana,BWA,2015,54.9,6141.20394726616
Canada,CAN,2015,33.7,43594.1941045394
Switzerland,CHE,2015,32.3,83806.4476003837
Chile,CHL,2015,45.3,13433.9202987032
China,CHN,2015,38.6,8175.33285077393
Cote d'Ivoire,CIV,2015,41.5,1814.71855088017
Colombia,COL,2015,51.0,6248.51490534512
Cabo Verde,CPV,2015,42.4,3415.06266730931
Costa Rica,CRI,2015,48.4,11714.7105980732
Cyprus,CYP,2015,34.0,23088.44140625
Czechia,CZE,2015,25.9,17931.5987670768
Germany,DEU,2015,31.7,41929.7549110722
Denmark,DNK,2015,28.2,53094.0133607574
Dominican Republic,DOM,2015,45.2,6800.95309395474
Ecuador,ECU,2015,46.0,5976.1596805651
"Egypt, Arab Rep.",EGY,2015,31.8,3306.98159414141
Spain,ESP,2015,36.2,25982.4416197775
Estonia,EST,2015,32.7,17722.1557669523
Ethiopia,ETH,2015,35.0,597.912113218663
Finland,FIN,2015,27.1,42560.3456767103
France,FRA,2015,32.7,36702.4323733379
United Kingdom,GBR,2015,33.3,45255.3449216209
Georgia,GEO,2015,36.5,4086.6223465965
"Gambia, The",GMB,2015,35.9,619.536364296461
Greece,GRC,2015,36.0,17980.7298238137
Honduras,HND,2015,49.2,2271.20265980349
Croatia,HRV,2015,31.1,12283.7840620053
Hungary,HUN,2015,30.4,12782.9412577973
Indonesia,IDN,2015,38.2,3288.22269725538
Ireland,IRL,2015,31.8,64250.1385181257
"Iran, Islamic Rep.",IRN,2015,35.3,4952.73355532178
Iceland,ISL,2015,26.8,53505.6964079339
Israel,ISR,2015,39.7,36213.1041481958
Italy,ITA,2015,35.4,30639.8829751432
Japan,JPN,2015,30.7,34960.6393843385
Kazakhstan,KAZ,2015,26.8,10196.1226255982
Kenya,KEN,2015,40.8,1489.11959777284
Kyrgyz Republic,KGZ,2015,29.0,1105.65193844261
St. Lucia,LCA,2015,43.7,10334.9860823918
Lithuania,LTU,2015,37.4,14269.8039878287
Luxembourg,LUX,2015,32.9,105462.012584423
Latvia,LVA,2015,34.2,13321.9753140616
Moldova,MDA,2015,27.0,2749.55137054338
North Macedonia,MKD,2015,35.6,5262.68671928674
Malta,MLT,2015,29.4,25529.6813337717
Myanmar,MMR,2015,38.1,1166.73305547935
Montenegro,MNE,2015,39.0,6421.00307345999
Malaysia,MYS,2015,41.1,9648.6797937523
Namibia,NAM,2015,59.1,4774.10650865775
Nigeria,NGA,2015,35.9,2585.73360671797
Netherlands,NLD,2015,28.2,45793.8135434697
Norway,NOR,2015,27.5,74809.9658049898
Pakistan,PAK,2015,31.3,1380.47020838317
Panama,PAN,2015,50.8,14082.6548434996
Peru,PER,2015,43.4,6231.71150338894
Philippines,PHL,2015,44.6,2909.85818010301
Poland,POL,2015,31.8,12637.5220324406
Portugal,PRT,2015,35.5,19215.7813014347
Paraguay,PRY,2015,47.6,5879.33792308762
Romania,ROU,2015,35.9,8977.01748158196
Russian Federation,RUS,2015,36.5,9277.7138671875
El Salvador,SLV,2015,40.6,3790.34089108162
Serbia,SRB,2015,40.5,5820.3215576888
Slovak Republic,SVK,2015,26.5,16442.0760860018
Slovenia,SVN,2015,25.4,20697.2748530619
Sweden,SWE,2015,29.2,51188.1652120493
Togo,TGO,2015,43.0,751.051987587248
Thailand,THA,2015,36.0,5688.85335397884
Tajikistan,TJK,2015,34.0,956.916310930656
Tonga,TON,2015,33.5,4123.90323993332
Tunisia,TUN,2015,32.8,4014.94773686432
Turkiye,TUR,2015,42.9,11064.6494504662
Ukraine,UKR,2015,25.5,2094.47387695313
Uruguay,URY,2015,40.1,17125.9016800298
United States,USA,2015,41.5,56572.9188996063
Kosovo,XKX,2015,26.5,3520.62850699375
Zambia,ZMB,2015,55.8,1295.87788680068
Albania,ALB,2016,33.7,4457.63412207495
Argentina,ARG,2016,42.3,12699.9623137756
Armenia,ARM,2016,32.5,3524.42476874707
Australia,AUS,2016,33.7,50084.4440606385
Austria,AUT,2016,30.8,45061.4993920192
Belgium,BEL,2016,27.6,41854.5498296444
Bangladesh,BGD,2016,32.4,1649.28380858601
Bulgaria,BGR,2016,40.6,7822.49923292968
Belarus,BLR,2016,25.3,5039.77560949445
Bolivia,BOL,2016,45.2,3035.87347732132
Brazil,BRA,2016,53.4,8836.28546025694
Barbados,BRB,2016,34.1,20295.5672072046
Canada,CAN,2016,32.7,42314.0615817218
Switzerland,CHE,2016,33.0,82153.0745447889
China,CHN,2016,38.5,8254.86859320357
Colombia,COL,2016,50.6,5959.84250367574
Costa Rica,CRI,2016,48.7,12091.0301606154
Cyprus,CYP,2016,32.9,24280.056640625
Czechia,CZE,2016,25.4,18753.9686718096
Germany,DEU,2016,31.4,42948.9381932694
Denmark,DNK,2016,28.2,54500.9260410217
Dominican Republic,DOM,2016,45.7,7160.44200982307
Ecuador,ECU,2016,45.0,5917.63771271481
Spain,ESP,2016,35.8,26755.6061149398
Estonia,EST,2016,31.2,18666.3736521706
Finland,FIN,2016,27.1,43451.2562442158
France,FRA,2016,31.9,37024.2157133669
United Kingdom,GBR,2016,33.1,41257.9085545556
Georgia,GEO,2016,36.6,4143.40125686315
Ghana,GHA,2016,43.5,1912.47991339951
Greece,GRC,2016,35.0,17919.2426377048
Honduras,HND,2016,49.8,2307.34468351082
Croatia,HRV,2016,30.9,12820.1653893008
Hungary,HUN,2016,30.3,13215.8605277789
Indonesia,IDN,2016,36.9,3521.46943457574
Ireland,IRL,2016,32.8,64129.5571542383
"Iran, Islamic Rep.",IRN,2016,35.9,5710.59947089104
Iceland,ISL,2016,27.2,62854.0906407932
Israel,ISR,2016,39.0,37671.5389138798
Italy,ITA,2016,35.2,31391.5692898108
Japan,JPN,2016,31.8,39375.4731620781
Kazakhstan,KAZ,2016,27.2,7475.56688689424
Kyrgyz Republic,KGZ,2016,26.8,1103.27489428412
"Korea, Rep.",KOR,2016,35.2,30832.0628072516
Liberia,LBR,2016,35.3,714.613063145659
Sri Lanka,LKA,2016,39.3,4149.19190775593
Lithuania,LTU,2016,38.4,14934.2702840428
Luxembourg,LUX,2016,31.7,106899.293549552
Latvia,LVA,2016,34.3,13838.5266823272
Moldova,MDA,2016,26.3,2847.08794770479
Maldives,MDV,2016,31.3,9947.80744731739
Mexico,MEX,2016,46.9,9097.92397674769
North Macedonia,MKD,2016,34.5,5598.48622617967
Malta,MLT,2016,29.1,26459.0770929988
Montenegro,MNE,2016,38.5,6968.01539365317
Mongolia,MNG,2016,32.3,3619.90026383792
Malawi,MWI,2016,44.7,450.506105510719
Netherlands,NLD,2016,28.2,46808.5291492503
Norway,NOR,2016,28.5,70867.3609970749
Panama,PAN,2016,50.4,14832.3611652459
Peru,PER,2016,43.6,6217.03599995447
Poland,POL,2016,31.2,12464.0110508476
Portugal,PRT,2016,35.2,19980.2808866516
Paraguay,PRY,2016,47.9,5775.15963399596
West Bank and Gaza,PSE,2016,33.7,3527.61382413178
Romania,ROU,2016,34.4,9404.54005870715
Russian Federation,RUS,2016,36.7,8663.158203125
Rwanda,RWA,2016,43.7,729.519133812945
El Salvador,SLV,2016,40.0,3901.34014965811
Serbia,SRB,2016,38.8,5982.37030126471
Slovak Republic,SVK,2016,25.2,16636.0769133073
Slovenia,SVN,2016,24.8,21447.8377796036
Sweden,SWE,2016,29.6,51703.5088332851
Eswatini,SWZ,2016,54.6,3238.17611961364
Thailand,THA,2016,36.7,5833.57715617098
Turkiye,TUR,2016,41.9,10984.3643169061
Uganda,UGA,2016,42.8,752.696571725656
Ukraine,UKR,2016,25.0,2158.46118164063
Uruguay,URY,2016,39.7,17009.7584207276
United States,USA,2016,41.3,57638.1018367192
Viet Nam,VNM,2016,35.3,2735.0604380416
Kosovo,XKX,2016,26.7,3759.44959067104
Albania,ALB,2017,33.1,5006.36012951959
Argentina,ARG,2017,41.4,14532.5009308511
Armenia,ARM,2017,33.6,3869.05373867752
Austria,AUT,2017,29.7,47163.7425775142
Belgium,BEL,2017,27.4,44035.3239358548
Bulgaria,BGR,2017,40.4,8696.68930427924
Belarus,BLR,2017,25.4,5785.54491935194
Bolivia,BOL,2017,44.6,4048.40119739839
Brazil,BRA,2017,53.3,10080.5078722821
Bhutan,BTN,2017,37.4,3435.28804735662
Canada,CAN,2017,33.3,45129.628116623
Switzerland,CHE,2017,32.7,82254.3769269767
Chile,CHL,2017,45.3,14879.9086227187
China,CHN,2017,39.1,8979.67652709856
Colombia,COL,2017,49.7,6479.53231292429
Costa Rica,CRI,2017,48.3,12317.0902771304
Cyprus,CYP,2017,31.4,26247.44921875
Czechia,CZE,2017,24.9,20913.197632212
Germany,DEU,2017,31.3,45553.9341495339
Djibouti,DJI,2017,41.6,2618.95521147369
Denmark,DNK,2017,28.7,57521.5514992225
Dominican Republic,DOM,2017,42.2,7412.71571571512
Ecuador,ECU,2017,44.7,6233.32244797718
"Egypt, Arab Rep.",EGY,2017,31.5,2395.10333299491
Spain,ESP,2017,34.7,28381.3425596906
Estonia,EST,2017,30.4,20851.5223496861
Finland,FIN,2017,27.4,46085.0174739036
France,FRA,2017,31.6,38687.1626407164
Gabon,GAB,2017,38.0,6921.73373135624
United Kingdom,GBR,2017,32.6,40916.8115070354
Georgia,GEO,2017,37.9,4418.75206546679
Greece,GRC,2017,34.4,18631.9930129293
Honduras,HND,2017,49.4,2413.0076562942
Croatia,HRV,2017,30.4,13901.7878144679
Hungary,HUN,2017,30.6,14736.1668157258
Indonesia,IDN,2017,36.4,3798.88326174526
Ireland,IRL,2017,31.4,72161.4047531385
"Iran, Islamic Rep.",IRN,2017,36.7,6000.93346404409
Iceland,ISL,2017,26.1,72976.3729990975
Israel,ISR,2017,38.2,41138.470964272
Italy,ITA,2017,35.9,32844.115660604
Japan,JPN,2017,31.8,38834.0529341227
Kazakhstan,KAZ,2017,27.5,8943.08416791984
Kyrgyz Republic,KGZ,2017,27.3,1221.39046807082
"Korea, Rep.",KOR,2017,34.9,33296.9845439195
Lesotho,LSO,2017,44.9,1069.36673247542
Lithuania,LTU,2017,37.3,16800.1510246099
Luxembourg,LUX,2017,34.5,110193.213797228
Latvia,LVA,2017,35.6,15132.4958333982
Moldova,MDA,2017,25.9,3453.26727720294
North Macedonia,MKD,2017,34.2,5955.2973863451
Malta,MLT,2017,29.2,30317.2443175543
Myanmar,MMR,2017,30.7,1272.82241815234
Montenegro,MNE,2017,36.9,7674.2813940676
Mauritius,MUS,2017,36.8,10986.7034093005
Netherlands,NLD,2017,28.5,49513.6817346384
Norway,NOR,2017,27.0,76131.8384032764
Panama,PAN,2017,49.9,15694.6297518495
Peru,PER,2017,43.3,6736.16693725487
Poland,POL,2017,29.7,13913.3402919927
Portugal,PRT,2017,33.8,21442.3842768879
Paraguay,PRY,2017,48.5,6152.2671153779
Qatar,QAT,2017,35.1,63279.8767486216
Romania,ROU,2017,36.0,10727.9822007426
Russian Federation,RUS,2017,35.5,10658.9130859375
El Salvador,SLV,2017,38.0,4020.12671373919
Serbia,SRB,2017,36.1,6548.03653824187
Sao Tome and Principe,STP,2017,40.7,1555.79477812888
Slovak Republic,SVK,2017,23.2,17645.5298716761
Slovenia,SVN,2017,24.2,23303.077705959
Sweden,SWE,2017,28.8,53210.2233318965
Thailand,THA,2017,36.4,6413.09182530343
Turkiye,TUR,2017,43.5,10756.3877677883
Ukraine,UKR,2017,26.0,2604.28759765625
Uruguay,URY,2017,39.5,19184.6502617082
United States,USA,2017,41.4,59635.0984397965
Kosovo,XKX,2017,44.2,4009.32022050863
Zimbabwe,ZWE,2017,44.3,3445.44941020134
Angola,AGO,2018,51.3,2860.0936483682
Albania,ALB,2018,30.1,5897.65452588774
United Arab Emirates,ARE,2018,26.4,47135.3591943971
Argentina,ARG,2018,41.7,11752.7998922979
Armenia,ARM,2018,34.4,4196.00562301769
Australia,AUS,2018,34.3,57410.1737346009
Austria,AUT,2018,30.8,51194.0749841299
Belgium,BEL,2018,27.2,47487.2100392561
Benin,BEN,2018,37.9,1151.7409703472
Burkina Faso,BFA,2018,43.0,777.465618514048
Bulgaria,BGR,2018,41.3,9849.38397225174
Belarus,BLR,2018,25.2,6360.037502312
Belize,BLZ,2018,39.9,6011.99036888587
Bolivia,BOL,2018,42.6,4206.8552936661
Brazil,BRA,2018,53.9,9300.66072904004
Canada,CAN,2018,32.5,46539.1761570405
Switzerland,CHE,2018,33.1,85217.3691512274
China,CHN,2018,38.5,10085.6638148819
Cote d'Ivoire,CIV,2018,37.2,2130.86619381144
Colombia,COL,2018,50.4,6816.96818309544
Costa Rica,CRI,2018,48.0,12590.2493781614
Cyprus,CYP,2018,32.7,29120.375
Czechia,CZE,2018,25.0,23705.9329811299
Germany,DEU,2018,31.9,48916.1686612154
Denmark,DNK,2018,28.2,61324.7665045565
Dominican Republic,DOM,2018,43.7,7882.98221584944
Ecuador,ECU,2018,45.4,6303.91886658338
Spain,ESP,2018,34.7,30602.4212881113
Estonia,EST,2018,30.3,23618.1361254581
Finland,FIN,2018,27.3,49654.2497035329
France,FRA,2018,32.4,41418.1766484844
United Kingdom,GBR,2018,33.7,43702.9976303165
Georgia,GEO,2018,36.4,4804.0546040444
Guinea,GIN,2018,29.6,933.273615633705
Guinea-Bissau,GNB,2018,34.8,808.531613218504
Greece,GRC,2018,32.9,19873.4015238771
Grenada,GRD,2018,43.8,10083.021279225
Honduras,HND,2018,48.9,2464.64241531918
Croatia,HRV,2018,29.7,15460.3669595491
Indonesia,IDN,2018,36.3,3860.95353090726
Ireland,IRL,2018,30.6,80804.1123164826
"Iran, Islamic Rep.",IRN,2018,37.4,4783.01067340237
Iceland,ISL,2018,26.6,75633.8651351915
Israel,ISR,2018,38.6,42362.6652754196
Italy,ITA,2018,35.2,34904.1081923834
Jamaica,JAM,2018,35.3,5976.90362644337
Japan,JPN,2018,32.9,39751.1330982711
Kazakhstan,KAZ,2018,27.8,9472.48527327758
Kyrgyz Republic,KGZ,2018,27.7,1283.5203037417
"Korea, Rep.",KOR,2018,33.7,35363.9508228687
Lao PDR,LAO,2018,38.8,2545.1075420815
Lithuania,LTU,2018,35.7,19247.2315367967
Luxembourg,LUX,2018,35.4,116926.759593905
Latvia,LVA,2018,35.1,17252.1710428626
Moldova,MDA,2018,25.7,4156.44981956646
Mexico,MEX,2018,46.0,10084.7937562021
North Macedonia,MKD,2018,33.0,6713.98925398989
Mali,MLI,2018,36.0,996.379292136901
Malta,MLT,2018,28.7,33382.2677499267
Montenegro,MNE,2018,36.8,8673.59128084795
Mongolia,MNG,2018,32.7,4107.64288528468
Malaysia,MYS,2018,41.2,10901.8019954421
Niger,NER,2018,37.3,578.568035680892
Nigeria,NGA,2018,35.1,2057.87944554011
Netherlands,NLD,2018,28.1,53955.0770024266
Norway,NOR,2018,27.6,82792.8427113304
Pakistan,PAK,2018,29.6,1569.33814626355
Panama,PAN,2018,49.2,16151.3273433486
Peru,PER,2018,42.4,6978.49121548627
Philippines,PHL,2018,42.3,3168.51036609727
Poland,POL,2018,30.2,15658.2120316794
Portugal,PRT,2018,33.5,23541.1401075289
Paraguay,PRY,2018,46.0,6258.44991640984
Romania,ROU,2018,35.8,12416.134317959
Russian Federation,RUS,2018,35.3,11211.8876953125
Senegal,SEN,2018,38.3,1452.55612562445
Sierra Leone,SLE,2018,35.7,845.914540460932
El Salvador,SLV,2018,38.6,4183.54620971358
Serbia,SRB,2018,35.0,7559.86165747394
Slovak Republic,SVK,2018,25.0,19573.3717031314
Slovenia,SVN,2018,24.6,25888.0481065655
Sweden,SWE,2018,30.0,54018.4554391861
Seychelles,SYC,2018,32.1,18440.2340460932
Chad,TCD,2018,37.5,948.656629871231
Togo,TGO,2018,42.5,851.120561233595
Thailand,THA,2018,36.4,7099.77650081458
Turkiye,TUR,2018,42.4,9684.11819884721
Tanzania,TZA,2018,40.5,1023.10626220703
Ukraine,UKR,2018,26.1,3059.0517578125
Uruguay,URY,2018,39.7,19249.9404677501
United States,USA,2018,41.8,62499.8744390068
Viet Nam,VNM,2018,35.7,3222.31003125366
Kosovo,XKX,2018,44.6,4384.18796444738
Albania,ALB,2019,30.1,6069.43903131027
Argentina,ARG,2019,43.3,9955.97478680428
Armenia,ARM,2019,30.0,4597.22887399548
Austria,AUT,2019,30.2,49885.9947355204
Belgium,BEL,2019,27.2,46716.6227467964
Bulgaria,BGR,2019,40.3,10353.7204584127
Belarus,BLR,2019,25.3,6837.77339645635
Bolivia,BOL,2019,41.6,4203.15492855788
Brazil,BRA,2019,53.5,9029.83304401079
Canada,CAN,2019,31.7,46352.8693445211
Switzerland,CHE,2019,34.0,84121.9310304414
China,CHN,2019,38.2,10342.9009524335
Colombia,COL,2019,51.3,6472.54544924705
Costa Rica,CRI,2019,48.2,12884.6859951989
Cyprus,CYP,2019,31.2,29227.173828125
Czechia,CZE,2019,25.3,24062.7190013343
Germany,DEU,2019,31.8,47656.199739747
Denmark,DNK,2019,27.7,59404.2663247723
Dominican Republic,DOM,2019,41.9,8183.01623600375
Ecuador,ECU,2019,45.7,6205.05765246766
"Egypt, Arab Rep.",EGY,2019,31.9,2962.98892023003
Spain,ESP,2019,34.3,29786.5245689007
Estonia,EST,2019,30.8,24021.2501413306
Finland,FIN,2019,27.7,48358.1807773701
Fiji,FJI,2019,30.7,5842.07344577597
France,FRA,2019,31.2,40408.2848574751
United Kingdom,GBR,2019,32.8,43158.7411267323
Georgia,GEO,2019,35.9,4741.2832715876
Greece,GRC,2019,33.1,19335.3602002969
Honduras,HND,2019,48.2,2502.32744328073
Croatia,HRV,2019,28.9,15563.5987295029
Indonesia,IDN,2019,35.4,4106.94856160358
Ireland,IRL,2019,30.3,81827.6688873996
"Iran, Islamic Rep.",IRN,2019,36.5,3997.4935449585
Iceland,ISL,2019,26.8,69296.3144361601
Israel,ISR,2019,38.3,44250.6313628073
Italy,ITA,2019,34.6,33812.788724868
Japan,JPN,2019,33.0,40415.9567649547
Kazakhstan,KAZ,2019,28.0,9457.12614657136
Kyrgyz Republic,KGZ,2019,29.7,1421.99927504102
Kiribati,KIR,2019,27.8,1750.9977188915
"Korea, Rep.",KOR,2019,33.2,33826.9443301597
Sri Lanka,LKA,2019,37.7,4081.94772722003
Lithuania,LTU,2019,35.3,19608.7943945553
Luxembourg,LUX,2019,34.2,112696.649059674
Latvia,LVA,2019,34.5,17294.9751600969
Moldova,MDA,2019,26.0,4405.33418162155
Maldives,MDV,2019,29.3,11740.2724029785
Marshall Islands,MHL,2019,35.5,5292.33985502306
North Macedonia,MKD,2019,33.5,6718.85826635458
Malta,MLT,2019,31.0,32421.9179752262
Montenegro,MNE,2019,35.7,8749.02375172644
Mozambique,MOZ,2019,50.7,519.09255091362
Mauritania,MRT,2019,32.0,1767.072710621
Malawi,MWI,2019,38.5,580.889139762475
Netherlands,NLD,2019,29.2,53554.9007491475
Norway,NOR,2019,27.7,76430.5889473338
Panama,PAN,2019,49.8,16477.9066268111
Peru,PER,2019,41.5,7037.00803692604
Poland,POL,2019,28.8,15874.5220531254
Portugal,PRT,2019,32.8,23343.3628970034
Paraguay,PRY,2019,45.7,5821.18199548738
Romania,ROU,2019,34.8,12909.6104013244
Russian Federation,RUS,2019,35.7,11447.701171875
El Salvador,SLV,2019,38.8,4320.11671534627
Serbia,SRB,2019,34.5,7755.632986437
Slovak Republic,SVK,2019,23.2,19406.0589683582
Slovenia,SVN,2019,24.4,25814.1687167572
Sweden,SWE,2019,29.3,51648.9892820514
Thailand,THA,2019,34.9,7605.69657797759
Turkiye,TUR,2019,43.8,9395.23378001368
Uganda,UGA,2019,42.7,822.171150036357
Ukraine,UKR,2019,26.6,3619.86157226563
Uruguay,URY,2019,39.7,18315.7316980028
United States,USA,2019,41.9,64746.4506778863
Vanuatu,VUT,2019,32.3,3207.44650452083
Kosovo,XKX,2019,40.2,4415.99923011071
Zimbabwe,ZWE,2019,50.3,2184.32923855469
Albania,ALB,2020,29.4,6027.91350716348
Argentina,ARG,2020,42.7,8535.59938004389
Armenia,ARM,2020,25.1,4268.68093304583
Australia,AUS,2020,33.8,51983.4523666382
Austria,AUT,2020,29.8,48716.4098900349
Burundi,BDI,2020,37.5,255.8324539389
Belgium,BEL,2020,26.0,45906.2875805246
Bulgaria,BGR,2020,40.5,10760.211975413
Belarus,BLR,2020,24.4,6542.85579976768
Bolivia,BOL,2020,43.6,3580.96761778303
Brazil,BRA,2020,48.9,7074.19407495707
Canada,CAN,2020,29.9,43537.839298904
Switzerland,CHE,2020,33.7,85897.7843338323
Chile,CHL,2020,47.0,13114.815470545
China,CHN,2020,37.1,10627.4637989619
"Congo, Dem. Rep.",COD,2020,44.7,486.425572682256
Colombia,COL,2020,53.5,5339.68711357943
Costa Rica,CRI,2020,49.2,12394.0493969492
Cyprus,CYP,2020,31.7,28130.341796875
Czechia,CZE,2020,26.2,23472.8915454417
Germany,DEU,2020,32.4,47394.8734504469
Denmark,DNK,2020,27.5,60985.4885601514
Dominican Republic,DOM,2020,39.6,7135.22273255899
Ecuador,ECU,2020,47.3,5463.64515348598
Spain,ESP,2020,34.9,27233.9426461608
Estonia,EST,2020,30.7,23933.9939421065
Finland,FIN,2020,27.1,48828.6846862799
France,FRA,2020,30.7,39169.8606000707
United Kingdom,GBR,2020,32.6,40812.6794663879
Georgia,GEO,2020,34.5,4300.85701291207
"Gambia, The",GMB,2020,38.8,720.335143352133
Greece,GRC,2020,33.6,17886.733165236
Croatia,HRV,2020,29.5,14807.5608543265
Indonesia,IDN,2020,35.3,3853.70288774146
Ireland,IRL,2020,29.2,86514.0706108754
"Iran, Islamic Rep.",IRN,2020,35.8,3202.50003502169
Israel,ISR,2020,37.8,44575.5719045492
Italy,ITA,2020,35.2,32091.4866621366
Japan,JPN,2020,32.3,40028.7341726762
Kazakhstan,KAZ,2020,28.7,8781.50797787648
