Country Name,Country Code,Year,Gini_Index,GDP_per_Capita
Kenya,KEN,2020,36.2,1927.66459027849
Kyrgyz Republic,KGZ,2020,29.0,1229.51766602907
"Korea, Rep.",KOR,2020,32.7,33645.7719545073
Lithuania,LTU,2020,36.0,20428.6478157394
Luxembourg,LUX,2020,33.4,116860.02817236
Latvia,LVA,2020,35.7,17564.2321549354
Moldova,MDA,2020,25.0,4375.7788930524
Mexico,MEX,2020,44.6,8841.27075039868
Malta,MLT,2020,31.4,31823.4363934505
Montenegro,MNE,2020,35.4,7538.53635992191
Netherlands,NLD,2020,26.0,53467.9277413737
Norway,NOR,2020,28.4,68340.0181033702
Peru,PER,2020,43.7,6133.32552410183
Poland,POL,2020,28.5,16150.9304813473
Portugal,PRT,2020,34.7,22299.4044062173
Paraguay,PRY,2020,43.5,5365.47220721104
Romania,ROU,2020,34.6,13009.1770573223
Russian Federation,RUS,2020,33.7,10108.3271484375
Serbia,SRB,2020,35.0,8098.70955668849
Slovak Republic,SVK,2020,24.2,19735.4858280801
Slovenia,SVN,2020,24.0,25392.0651093612
Sweden,SWE,2020,28.9,52568.5726980146
Thailand,THA,2020,35.0,6985.64393892574
Turkiye,TUR,2020,43.0,8798.11791709313
Ukraine,UKR,2020,25.6,3709.76928710938
Uruguay,URY,2020,40.2,15757.5355995779
United States,USA,2020,40.0,63515.9491807833
Viet Nam,VNM,2020,36.8,3534.03953482647
Kosovo,XKX,2020,57.4,4310.88963754863
Argentina,ARG,2021,42.4,10738.0179223384
Armenia,ARM,2021,27.9,4685.17997128509
Austria,AUT,2021,30.7,53648.6437976214
Belgium,BEL,2021,26.6,51658.238294958
Benin,BEN,2021,34.4,1318.65158075198
Burkina Faso,BFA,2021,37.4,895.535288442991
Bulgaria,BGR,2021,39.0,12966.1457543396
Bolivia,BOL,2021,40.9,4010.76053686204
Brazil,BRA,2021,52.9,7972.53696080695
Central African Republic,CAF,2021,43.0,492.263142830507
Canada,CAN,2021,31.1,52886.6616372703
Switzerland,CHE,2021,33.8,93664.7736696111
China,CHN,2021,35.7,12887.4357242941
Cote d'Ivoire,CIV,2021,35.3,2455.98127641148
Cameroon,CMR,2021,42.2,1672.32657340872
Colombia,COL,2021,55.1,6222.62164397614
Costa Rica,CRI,2021,48.7,12838.1185358931
Cyprus,CYP,2021,31.3,32937.83984375
Czechia,CZE,2021,26.2,27696.4619527544
Denmark,DNK,2021,28.3,69340.7334922138
Dominican Republic,DOM,2021,38.5,8527.0754858205
Ecuador,ECU,2021,45.8,6061.32350181711
"Egypt, Arab Rep.",EGY,2021,28.5,3827.35415374308
Spain,ESP,2021,33.9,30799.4775937775
Estonia,EST,2021,31.8,27951.1659277744
Ethiopia,ETH,2021,31.1,893.00983544905
Finland,FIN,2021,27.7,53099.1351400148
France,FRA,2021,31.5,43725.0999521245
United Kingdom,GBR,2021,32.4,47691.3768799404
Georgia,GEO,2021,34.2,5083.60695484577
Guinea-Bissau,GNB,2021,33.4,926.780921081233
Greece,GRC,2021,32.9,20654.7001960815
Croatia,HRV,2021,28.9,17788.7865816658
Indonesia,IDN,2021,35.5,4287.17313995098
Ireland,IRL,2021,29.4,103783.446284479
"Iran, Islamic Rep.",IRN,2021,35.5,4605.14881318992
Israel,ISR,2021,37.9,52270.9040241956
Italy,ITA,2021,34.8,36852.5425414951
Jamaica,JAM,2021,39.9,5625.67806271236
Kazakhstan,KAZ,2021,29.2,9983.60103576902
Kenya,KEN,2021,38.7,2061.35622089594
Kyrgyz Republic,KGZ,2021,28.8,1349.99730650542
"Korea, Rep.",KOR,2021,32.9,37518.4635305697
Lithuania,LTU,2021,36.7,23870.4594851722
Luxembourg,LUX,2021,32.7,134965.815442152
Latvia,LVA,2021,34.3,20261.8887788916
Moldova,MDA,2021,25.7,5274.60582195352
Madagascar,MDG,2021,36.8,483.469463351195
Mali,MLI,2021,35.7,1027.27345365357
Malta,MLT,2021,31.6,38096.8360735119
Montenegro,MNE,2021,34.3,9317.15520065156
Malaysia,MYS,2021,40.7,10903.1037480772
Niger,NER,2021,32.9,608.722439593808
Netherlands,NLD,2021,25.7,60141.9880911492
Norway,NOR,2021,29.1,93072.8925119571
Panama,PAN,2021,50.9,15509.8069124139
Peru,PER,2021,40.1,6826.20255614477
Philippines,PHL,2021,40.7,3484.38593882819
Poland,POL,2021,28.5,18635.5104895754
Portugal,PRT,2021,34.6,24711.4510062111
Paraguay,PRY,2021,42.9,5976.93179789949
Romania,ROU,2021,33.9,14907.9803652143
Russian Federation,RUS,2021,35.1,12425.029296875
Senegal,SEN,2021,36.2,1598.10676952274
El Salvador,SLV,2021,39.0,4642.60743101342
Serbia,SRB,2021,33.1,9680.52798074468
Slovak Republic,SVK,2021,24.1,22123.3342114545
Slovenia,SVN,2021,24.3,29192.8401933019
Sweden,SWE,2021,29.8,60647.5416365347
Togo,TGO,2021,37.9,962.075187515872
Thailand,THA,2021,34.9,7057.20754802279
Tajikistan,TJK,2021,32.4,896.748053372182
Tonga,TON,2021,27.1,4922.80171378368
Tunisia,TUN,2021,33.7,3906.93926319391
Turkiye,TUR,2021,44.4,9981.76398411336
Uruguay,URY,2021,40.8,17881.818721099
United States,USA,2021,39.7,70205.050916026
Uzbekistan,UZB,2021,32.9,2258.51964119278
Kosovo,XKX,2021,49.4,5270.43236861018
Argentina,ARG,2022,40.7,13962.1894087223
Armenia,ARM,2022,27.9,6571.97445545099
Austria,AUT,2022,30.9,52336.7725223758
Belgium,BEL,2022,26.4,50605.7496677086
Bangladesh,BGD,2022,30.9,2716.48592780431
Bulgaria,BGR,2022,38.2,13999.1949530956
Bolivia,BOL,2022,41.2,4219.46113742445
Brazil,BRA,2022,52.0,9281.33282136864
Bhutan,BTN,2022,28.5,3711.32767981591
Switzerland,CHE,2022,33.8,94394.5106803525
Chile,CHL,2022,43.0,15405.6165774073
China,CHN,2022,36.0,12970.6056414327
Colombia,COL,2022,54.8,6680.44506854481
Costa Rica,CRI,2022,47.2,13625.9008491328
Cyprus,CYP,2022,31.5,33231.04296875
Czechia,CZE,2022,25.9,28282.2236715857
Denmark,DNK,2022,29.3,67781.0940939514
Dominican Republic,DOM,2022,37.0,10104.2449349081
Ecuador,ECU,2022,45.5,6515.58528418336
Spain,ESP,2022,33.6,30319.4987196616
Estonia,EST,2022,32.3,28340.3826549406
Finland,FIN,2022,27.9,50440.560224974
France,FRA,2022,31.2,40988.6396406579
Georgia,GEO,2022,33.5,6729.84659930283
Equatorial Guinea,GNQ,2022,38.5,7589.29964909381
Greece,GRC,2022,33.4,20886.5243087629
Croatia,HRV,2022,30.0,18465.5414420364
Indonesia,IDN,2022,35.5,4730.83484836107
India,IND,2022,25.5,2347.44829434623
Ireland,IRL,2022,29.9,105190.685952731
"Iran, Islamic Rep.",IRN,2022,34.8,4721.20437099984
Italy,ITA,2022,33.7,35653.9042103495
Kenya,KEN,2022,37.7,2109.56288513137
Kyrgyz Republic,KGZ,2022,26.4,1739.72018344174
Lebanon,LBN,2022,35.3,3654.35845534878
Lithuania,LTU,2022,36.6,25085.784063499
Luxembourg,LUX,2022,34.1,123719.658915996
Latvia,LVA,2022,33.7,20221.103686109
Moldova,MDA,2022,25.9,5744.29618434435
Mexico,MEX,2022,43.5,11405.7940473759
Malta,MLT,2022,34.6,35638.8869457406
Mongolia,MNG,2022,31.4,4993.51487463495
Mozambique,MOZ,2022,49.6,578.251663751351
Nigeria,NGA,2022,33.9,2899.16047470324
Norway,NOR,2022,26.9,109269.520580298
Nepal,NPL,2022,30.0,1385.91066274851
Peru,PER,2022,40.3,7350.63034300417
Poland,POL,2022,28.9,18891.2121169279
Portugal,PRT,2022,36.3,24620.5197587181
Paraguay,PRY,2022,44.6,6205.62595379319
Romania,ROU,2022,32.3,15503.551804598
Russian Federation,RUS,2022,33.9,15619.6142578125
El Salvador,SLV,2022,38.8,5074.60210221806
Serbia,SRB,2022,32.8,10024.8191112596
Suriname,SUR,2022,39.2,6084.43876736445
Slovak Republic,SVK,2022,24.1,21317.7943982363
Slovenia,SVN,2022,24.3,28360.3041467268
Sweden,SWE,2022,31.6,54836.8907235124
Syrian Arab Republic,SYR,2022,26.6,1051.67149587463
Chad,TCD,2022,37.4,966.036468278568
Thailand,THA,2022,34.3,6909.35281815827
Tajikistan,TJK,2022,39.5,1052.17949484894
Turkiye,TUR,2022,44.5,10897.8397861365
Uruguay,URY,2022,40.6,20818.6146091144
United States,USA,2022,41.7,76657.2488844403
Uzbekistan,UZB,2022,31.2,2578.66689394219
Viet Nam,VNM,2022,36.1,4147.69777213621
Kosovo,XKX,2022,38.3,5290.95006509706
Zambia,ZMB,2022,51.5,1447.12310138035
